Word,Part of Speech,Meaning,Example (Wolaytta),Example (English)
hoskkiina,adjective,"gossipy, not secretive, talkative, garrulous, one who 
does not keep a secret%","La I ayba hoskkiina asee! Xuuraa yaagawu haagawu 
shombbayidi biddees.","What a gossip! He tells secrets to everyone.%(syn) 
[hoshkkiina, odanchcha, hossooqe, toshshiina, toshshilla]"
hummunna,adjective,"clean; neat; pure %(syn) [geeshsha, walalla, xillo, 
mulxxuxxa, qalxxaxxa, wululla]%",,
hummunna,adjective,"very white%(syn) [bootta, muqaqe, muqale]",,
huuphesa,adverb,North%(syn) [qommo]%2. noun%,,
huuphesa,adverb,"head (of bed)
huuphiya buucciis%1. intransitive verb%",,
huuphesa,adverb,pluck%,"I yiillotidi ba huuphiya 
buuccees.","He plucks his hair when he is angry.%(syn) [yiillotiis, boottaa 
cuwattiis, ganccariis, kajjottiis, peegaamettiis, hanqqettiis, lancciis, 
puuriis, suulliis]"
imbbaamuwa,noun,mushroom (edible and large in size)%,"Imbbaamoy ira wode 
mokkees.","Mushrooms grow in the rainy season.%(syn) [waaruwa, shumiya, 
gilagisttiya, qawushuwa]
imuwa %1. noun%"
imbbaamuwa,noun,giving (an act)%,,
imbbaamuwa,noun,child; possessions%,Ne imoy payyee?,"How 
are your children?"
injje,adjective,comfortable; suitable; prosperous; convenient; well-to-do;,,
iqaa,noun,goods%,suyqiyan diya iqaa,goods in the shop%
iqaa,noun,tool; equipment,,
irkko,adjective,"thick; sticky; viscous%(syn) [xononiina, kidhidho, 
xanddaqiina, yororiina]%",,
irkko,adjective,"comfortable; abundant; plentiful; luxurious%(syn) 
[hira, injje, ishalo, baalo, munaasa, danaqa, ushachcha, worqqa, canna, sarqqa, 
banqqa, oyssa, tonoqa]",,
ishaluwa,noun,comfort; provision; abundance; luxury%,"Ishalo de'oy naata 
loytti dichchees.","Life's provisions enable children to grow well.%(syn) 
[injjiya, munaasaa, baaluwa, hiraa, banqqaa, danaqaa, bakkaa]"
isiiniya,noun,July%,Isiiniyan iray keehi bukkkiis.,"There was a lot of 
rain in July.%(syn) [Guuliya]"
itiya,noun,hide; skin; leather%,"Beni wode, asay itiya maayees.","In olden 
days, people wear animal skins.%(syn) [calaa, galbbaa, agoziya, yancciya, ayraa,
dabbaa]"
ixaanaa,noun,"incense, bitter frankincense%",Ixaanay sawees.,"Incense 
smells nice.%(syn) [lubanjjaa]"
ixxisi,interjection,no (refusal feeling that expresses disobedience)%,Maataa buuccarkkii? Akkay ixxisi.,"Would you mow the grass? No, I won't.%(syn) 
[chii, kashi, akkay, halluuti]"
jabbijooriya,noun,morning; early%,I jabbijooriyan denddidi giyaa biis.,"He woke up early and went to market.%(syn) [jabbiya, guuraa, maalladuwa]"
kaallidi,adverb,next; then; afterwards%,"Koyro, taani binzziliya shammana. 
Kaallada, Hawaassi baana.","First, I will buy benzine. Then, I will leave for 
Hawassa.%(syn) [geeduwan, simmin]
kaamiya allattaa%1. noun%"
kaallidi,adverb,"bus station, bus stop, bus stand, bus terminal%","Neeni yiyogaa taani eridabaa gidiyakko, kaamiya allattan nenaara gayttays shin.","If I had known you were coming, I would have met you at the bus stop.%(syn) 
[kaamiya qatuwa]"
kaateediraaliya,noun,"cathedral, bishop's church%","Geeshsha Sillaasee 
Kaateediraaliya/Bataskkaanaa",Holy Trinity Cathedral of Selassie%
kaateediraaliya,noun,"large 
church, a large, important church",,
kaciya,noun,horn %,Kacee darotoo qumbbatees.,"Horns are often curved.%
(syn) [kombbiya]"
kafuwa,noun,"spy; espionage%(syn) [wochchiyagaa, meetiya]%",,
kafuwa,noun,"information%
(syn) [paafunttaa]",,
kalssiya,noun,socks %,Kalssee caammaappe garssaara wottiyo maayo.,"Socks 
are clothes that are worn inside shoes. %(syn) [gambbaalliya]"
kalssiya,noun,socks %,Kalssee caammaappe garssaara wottiyo maayo.,"Socks 
are clothes that are worn inside shoes.%(syn) [gambbaalliya]
kane qofaa%1. noun%"
kalssiya,noun,"theme, main idea, principle%",Ne haasayaw kane qofay aybee?,"What is the theme of your speech?%(syn) [bayra qofaa, kuushsha qofaa, ano 
qofaa]"
kane,adjective,base; main; chief; vital%,"Timirttiyawu kane qofaa 
demmanaagee keehi meto.","It is too difficult to find out the main part of the 
lesson.%(syn) [waanna, baaso, kuushsha, denddo, gul''a qofaa, kulkka, ayfe, 
bira]"
karaa,noun,dysentery; diarrhea; diarrhea%,"Karaynne cooshshay 
hambbalaashettida kattaappe oyqqiya hargge malaatata.","Diarrhea and vomiting 
are symptoms of food poisoning.%(syn) [gusuwa]"
karen,adverb,outside%,"Ane ezggoos! Dirssaappe karen asi hemettennan 
aggenna.","Listen! Somebody might be walking outside the fence.%(syn) [gaxa, 
gaxi]"
karetta,adjective,black; dark-colored%,shaaladan karetta,as black as
keettaa,noun,restaurant%,Ta ishay katta keettan qumaa yezees.,"My 
brother serves as a waiter in a restaurant.%(syn) [quma keettaa.]"
kayaa,noun,turn; shift%,Hachi kahuwa kattiyogee ne kaya.,"It is your turn
to prepare dinner.%"
kayaa,noun,chance,,
kaysuwa,noun,thief%,Kaysoy wuuqqido miishshaara oyqettiis.,"The thief was
caught with the stolen items.%(syn) [looxiya, xuluqiya, qaxanaa]"
kayyuwa,noun,sorrow; grief; grievance; sadness; pity; sympathy%,"I ba siiqo
laggee hayqqin kayyo dabidaabbiya xaafiis.","He wrote a letter of sorrow over 
his best friend's death.%(syn) [azzanuwa]"
kebeeliis,adjective,be very dry%,Mittay melaa kebeeliis.,"The wood became
dry.%(syn) [kachachchiis, meliis, kichichchiis, kinkkilliis, kinchchichchiis]"
kehatettaa,noun,kindness; altruism; meekness; mildness%,"dottoree 
hargganchchatussi bessiyo kehatettaa","the doctor's kindness to the patients%
(syn) [ashkketettaa]"
kessaa,noun,"dispatch, act of sending out%",,
kessaa,noun,end%,"Neessi kessaa/wurssettaa 
loytto.",May the end of your life be prosperous.
kessiya,adjective,profitable%,kessiya zal''iya,"profitable business%(syn)
[wodhdhiya]"
kesuwa,noun,removal; elimination; excel%,,
kesuwa,noun,eviction%(syn) [kessi yeduwa]%,,
kesuwa,noun,content,,
kiikiya,noun,peak; top; tip%,Deriya huuphee kiikiya geetettees.,"The peak
is the pointed summit of a mountain.%(syn) [xeeraa, liiphiya]"
kiitettidaagaa,noun,"messenger, promoter of idea or cause%","Kiitettidaagee 
kiitaa asaassi gattiyagaa.","Somebody who carries messages to people is called a
messenger.%"
kiitettidaagaa,noun,"apostle, prominent Christian missionary",,
kijajiya,noun,chatterbox; chatterer%,"Kijajiya giyogee haasayidi 
zaarennaagaa giyogaa.","A chatterbox means a person who talks a lot.%(syn) 
[biddanchchaa, kiraaraa, wokiikaa, haasayanchchaa, kilttaachchaa]"
kinkkilla,adjective,dry%,Mittay kinkkilla; eettuwawu hira.,"The firewood 
is dry; it is suitable to burn.%(syn) [kimbbilla, kachachcha, kebeela, 
kenchchechcha, kichichcha, kikikka, mela]"
kiraara,adjective,garrulous; voluble; verbose%,"I kiraara asa. Pattennabaa 
coo haasayees.","He is a verbose man. He talks on and on about nothing.%(syn) 
[biddanchcha, kijaje, wokiika, kilttaachcha]"
kitikituwan,adverb,"quickly, in a hurry%","Ta ha''i haasayanawu danddayikke. 
Kitikituwan days.","I can't talk now. I'm in a hurry.%(syn) [dirbban, ho""uwara, 
sohuwara , eesuwan, man''iyara, kuttoy haattaa mittanawu, cuchchay melennaan, 
dirbban]"
aa,noun,potsherd; chip%,A tamaa kon''an kaashaasu.,"She shoveled the 
ash with the potsherd.%(syn) [baashukul''iya]"
kotte,adjective,large (number of related families)%,"Kotte keettati issi 
heeran doosona.","The large family live in the same village%(syn) [cora, zawi 
baynna, shaynna, kenchcho, dere, guyte, qoodi baynna, qoodi wurssenna, uulla, 
daro, besa, guufe, likkee baynna, dibe, innaaboote, uma, guuxxana geenna]"
kuraachcho,adjective,"short, very short%",La ayba kuraachcho asee I!,"What 
a very short man he is!%(syn) [kinddiichcho, qantta, dinkke, durcca, chiro, 
duddumushe, duuxa]"
kushiya,noun,value; money; amount%,A mehee lo''o kushiya kessiis.,"His 
cows were sold for a good amount of money.%"
kushiya,noun,"gratefulness
kuushshaa kuuyettaa%1. noun%",,
kushiya,noun,conclusion; end%,,
kushiya,noun,foundation; pavement; basis%,,
a,adjective,free%,"Bitanee qasho keettaappe kiyidi ha''i la'a asa 
kiyiis.","The man left prison and is now a free man.%(syn) [yeda, leexxa, mela]"
laa,pronoun,you (boy)%,"Hayyanaa, laa na'awu haaya ne.","You, boy, come 
here, please.%"
laa,pronoun,"hey
laa'anttiis%1. transitive verb%",,
laa,pronoun,itch; prickle; tingle%,"Tana bolla ubbay 
laa'anttees.","I itch all over my body.%(syn) [loo'iloo'iis, sooqiis]
laa'anttuwa%1. noun%"
laa,pronoun,itch; tickle; prickle; tingle%,"Taayyoo qooriyan 
laa'anttuwa doommiis.","I have a tickle in my throat.%(syn) [loo'iloo'aa, 
sooqettaa]"
laachchaa,noun,licking%,Mizziya maraa yela simmada laachchaa doommaasu.,"After the cow gave birth, she started licking the calf.%(syn) [serefuwa]"
laalagunxxiya,noun,earthworm%,"Laalagunxxee biitta giddon de'iya erettida, 
addussanne lee'e guxune.","An earthworm is a common, long, thin worm that lives 
in soil.%(syn) [biitta sheniya, sa'aa sheniya]"
laallama,adjective,"sparse, thin (of seed when sown)%",laallaman zerettida,
laamettenna,adjective,"eternal, (of rights) not changed because of the 
passage of time or the history of people%",laamettenna duussaa,eternal life%
laamettenna,adjective,"abiding, lasting for a long time and not changing",,
yelettidaagaa,noun,"bastard, child born out of wedlock%","Iyyoo 
laggetuwan yelettida na'ay de'ees.",She has a bastard son.%
yelettidaagaa,noun,hybrid,,
lahuwa,noun,"pretext, lie, a misleading or untrue reason given for doing 
something in an attempt to conceal the real reason%","Lahoy mooruwa kammanaayyoo 
odiyo worddo gaasuwa.","A pretext is providing false reason to cover up wrong 
deeds.%(syn) [wordduwa, gaasuwa, malttiya]"
lanqqiyan,adverb,"near, nearby, close, beside, next to%","Keettay deriya 
lanqqiyan keexettiis.","The house is built near the mountain.%(syn) [doonan, 
achchan, matan, heeran]
laphphiina (lophphiina)%1. adjective%"
lanqqiyan,adverb,soft; pliable; flexible%,"Taani 
laphphiina salo mera carqqiya shammaas.","I bought two meters of soft, blue 
cloth.%(syn) [looxiga, shooriqa, lophphiina]"
laqilaqiya,adjective,sweet%,laqilaqiya burttukaaniya,"a sweet orange%
(syn) [luqaaluqo, mal""o]"
baynna,adjective,"innumerable, many, much, a lot of, a great deal of,
numerous, plentiful, abundant%",I O likkee baynna dosuwa dosees.,"He likes her 
too much.%(syn) [cora, zawi baynna, shaynna, kenchcho, dere, guyte, qoodi 
baynna, qoodi wurssenna, uulla, daro, besa, guufe, dibe, innaaboote, uma, 
guuxxana geenna, kotte]"
likkiya,noun,measurement; measure; degree%,"Maayuwa sikkiyagee assi qesiya,
tohuwanne tiraa likkiya ekkiis.","The tailor took the measurements of his arms, 
legs, and chest for a suit.%"
likkiya,noun,comparison; balance; analysis,,
limiyo,noun,cow%,I limen qayccettiis.,"He was gored by a cow.%(syn) 
[miizziyo, gimiyo]
loddan (leddan)%1. adverb%"
limiyo,noun,carefully; slowly; gradually%,"Cima mishshiriya 
dirbbennan loddan hemettaws.","The old lady walks slowly without hurrying.%(syn)
[leelan, akeekan, loddaara]"
lokkomaa,noun,kidney bean%,Lokkomaa cambbay miizzaa morettees.,"Soup made
of kidney beans fattens cows.%(syn) [wohiya]"
loodduwa,noun,"enlarged spleen, enlarged spleen as a result of malaria%","A 
looddoy sakkiis.",He has an enlarged spleen.%(syn) [loshaa]
loohuwa,noun,training; proficiency%,I Baahir Daare gujo loohuwassi biis.,"He went to Bahir Dar for additional training.%(syn) [eraa, bilaa]"
loomiya,noun,lemon%,"Loomiya haattaa galla galla uyiyakko, payyatettaassi 
lo''o.",The juice of a lemon everyday is good for health.%
loomiya,noun,"lemon tree, tree 
that bears lemons",,
luqaaluqo,noun,sweet; delicious%,Shukkaaree miyode luqaaluqo.,"Sweet 
potato is sweet.%(syn) [mal""o, laqilaqiya]
ma''iya%1. noun%"
luqaaluqo,noun,ancestor; forefather%,"Nu ma""etu wogaa naaganawu bessees.","We
should preserve our ancestors' culture.%(syn) [mayzzaa.]"
maaduwa,noun,help; assistance; aid; support%,"Aakimee taassi immido 
xaliyawu ayba maadoynne baa. Taassi huuphiya zawuree haa toolliis.","The 
medicine that the nurse prescribed did not help. My headache has gotten worse 
and worse.%(syn) [amppettaa, miyyiya, kaafiya, morggiya ohettaa, zemppuwa, 
tuuqiya, techchaa.]"
maahiya,noun,leopard%,Gaammoy maahiyappe wolqqaama do'a.,"A lion is more 
powerful than a leopard.%"
maahiya,noun,"tiger, the largest member of the cat family",,
xoolinttiya,noun,morning star%,Maallado xoolinttee poo'ees.,"The
morning star shines.%(syn) [bakkaaliya.]"
maallado,adverb,in the morning%,Kafoy maallado guuran ceeqqees.,"Birds 
sing in the morning.%(syn) [wontti maatti, guuran, jabbijooryan.]"
maaragiya,noun,"distinction, mark of high achievement%","A yumburisttiyappe 
maaragiyan anjjettaasu.",She graduated from the university with distinction.%
maaragiya,noun,"discipline, controlled behavior
maaran wottiis%1. transitive verb%",,
maaragiya,noun,"put orderly, put things orderly%","l qumaa mi
simmidi, sayniya denttidi maaran wottiis.","He put the plates away in an orderly
way after he had eaten.%(syn) [taaggiis.]"
maaretissiyaro,noun,midwife%,"Maaretissiyaro giyora maccaasaa 
maaretissanawu loohidaaro.","A midwife is somebody trained to help pregnant 
women deliver babies.%(syn) [yelissiyaro.]
maari baynna%1. adjective%"
maaretissiyaro,noun,"undisciplined; disorderly; muddled; jumbled; 
cluttered; chaotic%",Neeni maari baynna hanuwa hanaydda daasa.,"You are acting 
in an undisciplined way.%(syn) [tollocca, dolliwaaqa, shori baynna, carqqa, 
seeri baynna, kawushsha, waalla.]"
macca,adjective,female%,naa''u qommo mattuma: attumanne macca,"two kinds 
of genders: male and female%(syn) [indde.]"
maccatettaa,noun,vagina%,Maccatettay macaasaa gaytota bollaa.,"A vagina 
is a sexual organ of a female.%(syn) [xoriya.]"
machchiyo,noun,wife%,I ba machchiyo keehi siiqees.,"He loves his wife 
very much.%(syn) [keettaayyiyo, maccaasiyo.]"
madaabbariya,noun,fertilizer%,Miizzaa oshay meretaappe demiyo madaabare.,Cow dung is a natural fertilizer.%(syn) [araddissaa.]
madabaa,noun,"portion, a portion to be distributed by lot (meat)%",ashuwa,
magaajjaa,noun,saw%,Anaaxee xawulaa maagaajjan qanxxees.,"A carpenter 
cuts planks with a saw.%(syn) [magaaziya.]"
mahettaa,noun,"test, a test or experiment to determine the quality, safety, 
performance, usefulness, acceptance of something%","Ha laytta pissee ne oosuwa 
mahettay tishshennaagaa bessees.","This year the report shows that your test was
unsatisfactory.%"
mahettaa,noun,"quality control, control of product quality, a system for 
achieving or maintaining the desired level of quality in a manufactured product 
by inspecting samples and assessing what changes may be needed in the 
manufacturing process",,
enna,adjective,"bland, tasteless, not delicious%","He mal''enna keekee 
shamettanaw bessenna.","That tasteless cake should not be purchased.%(syn) 
[dachchiis, doda, dallamma, made.]"
malaa,noun,"appearance, color of skin%",Eessaa miyogee malaa kessees.,"Eating honey beautifies your appearance.%(syn) [menttuwa, meraa, mala calaa.]"
malanchcha,adjective,"beautiful, handsome, lovely, smart, pretty, charming, 
attractive, good looking%",I malanchcha maccaasiyo ekkiis.,"He married a 
beautiful woman.%(syn) meranchcha, jannanna, puulanchcha, meray lo""o, 
walanqqasa, yooshsha, yalalla, yalamuse, yallisa, hajibala, yalddadda, lasassa, 
shumbbubba, salddadda, salddida.]"
malatiya,adjective,similar; resembling%,"Azinaassinne machcheessi malatiya 
qofay de'ees.","The husband and wife had similar interests.%(syn) [lagge, mala, 
keena, issuwa, bixe lagge, hare haytta, issi mala.]"
malatuwa,noun,resemblance%,"Malatuwa giyogee issoy issuwara issi mala 
giyogaa.%",
malkkataa,noun,trumpet; bugle%,Malkkatay kace.,"A trumpet is a horn.%
(syn) [xurumbbaa.]"
maniyo,noun,potter (female)%,Maniya urqqa miishshaa medhdhiyaro.,"A 
potter is a woman who makes pottery.%(syn) [hiilliyo.]"
manqqo,adjective,poor; destitute; penniless%,"I manqqo gidikkokka, ba 
de'uwan ufayttees.","Though he is a poor man, he is happy.%(syn) [hiyyeesa, 
tuyyeeba, hollolaawa, oppoodo, putteesa, suqiya kuttiya baynna.]"
maqaa,noun,stalk (corn or millet)%,Badalaa maqaa miida mehee modhdhees.,"Animals fed stalks become fat.%(syn) [dalaa, dappaa, utulaa.]"
maqquwa,noun,"conspiracy, plot (often more than one person plotting 
together)%","Maqqoy iitabaa oottanaassi naa''u uray woykko daro asay maayettidi 
yaa'iyogaa.","A conspiracy is an agreement between two or more people to commit 
an illegal action.%"
maqquwa,noun,secret discussion,,
mariyo,noun,"a female kid, young calf (of any domestic animal)%","Miizziya ba
mariyo xanttawus.",The cow feeds its kid.%
mariyo,noun,daughter (small),,
markkatettaa,noun,"testimony, evidence that a witness gives to a court of",,
marzziya,noun,poison%,"I marzziya uyyidi, hayqqiis.","He died after he had 
drunk poison.%(syn) [xaliya.]"
Masqqaynno,noun,"Tuesday, the day after Monday%","Hachchi sa'ay Saynno 
giddikko, wonttoy Masqqaynno.","If today is Monday, tomorrow will be Tuesday.%
(syn) [Ciishshaa.]"
matan,adverb,near; nearby; close; shore%,I ta matan eqqiis.,"He stood 
near me.%(syn) [doonan, achchan, lanqqiyan, heeran.]"
gaytotaa,noun,"coitus, sex, sexual intercourse%","Daro baggi Eedisee 
mattuma gaytotan oyqqees.","AIDS is mostly caused by sexual intercourse.%(syn) 
[gaytotaa, woyluwa.]"
maydiya,noun,"upper grindstone, upper millstone, runner stone%","Asay kase 
wode gaxariyan/ganddan woxaa bolli maydiyan kattaa gaacciiddi takkidosona.","In 
the country side people used to grind the crop with the runner stone on the 
millstone.%(syn) [muylaa.]"
meecciyogaa,noun,mop%,A keettaa meecciyogan meeccaasu.,"She cleaned the 
floor with a mop.%(syn) [qucciyogaa.]"
meegaa,noun,rafter; beam%,Meegay godaa meeganaassi maaddees.,"Beams are 
used to reinforce the wall.%"
meegaa,noun,latitude,,
meetiya,noun,"relationship; communication%(syn) [gaytotaa, dabbotaa.]%",,
meetiya,noun,spy;,,
mehiya,noun,cattle; animal; cow; livestock%,"Haree, baluqoy, paraynne 
gaameelay Toophphiyan caana meheta.","Mules, donkeys, horses, and camels are 
used as pack animals in Ethiopia.%(syn) [miizzaa, patiliya.]"
mela,adjective,dry%,Mela mittay eettanawu wayssenna.,"The dry wood is 
easy to burn.%(syn) [kinkkilla, kimbbilla, kachachcha, kebeela, kenchchechcha, 
kichichcha, kikikka.]"
menttettaa,noun,chunk%,Neeni ha menttetta oyttaa maana danddayaasa.,"You 
can have this chunk of bread.%(syn) [basuwa.]"
menttuwa,noun,"appearance, color, resemblance, similarity in appearance or 
quality to somebody or something else%",A bolli aawaa menttoy dees.,"He has the
appearance of his father.%(syn) [meraa, malaa, mala calaa.]
meqetti baynna%1. adjective%"
